titulo,sinopse,direcao,ano,duracao,uf,link_filme,link_base,codigo,obs,fonte,cartaz,raspagem
Aspectos Populares do Carnaval do Rio,"""Vista nacional de atualidade, mostrando várias fases dos folguedos em honra a Momo.""",Júlio Ferrez,1909,,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3396,3396,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 11:59:08
Batalha de Flores no Parque da República,"Batalha de flores no Parque da República, Rio de Janeiro.",Antônio Leal,1909,,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3198,3198,,Cinemateca Brasileira (http://cinemateca.gov.br/); IMDb (http://www.imdb.com/),,29/08/2023 11:59:09
Cemitério de Curitiba,,Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2888,2888,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br,,29/08/2023 11:59:09
Cemitério em Dia de Finados,"Visitação do Cemitério em Dia de Finados, em Curitiba.",Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2868,2868,,Cinemateca Brasileira (http://www.cinemateca.gov.br/) e Dissertação “Cinema Paranaense 1900 – 1930” (Autora Solange Straube Stecz),,29/08/2023 11:59:09
Colégio Paranaense,"Colégio Paranaense, Curitiba.",Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2887,2887,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:10
Colônia Gonçalves Júnior,"Colônia Gonçalves Júnior, Paraná.",Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2886,2886,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:10
Comemoração do 20º Aniversário da República,"Comemoração do 20º aniversário da proclamação da República em Curitiba, ""na qual aparece a parada militar e o préstito da Associação Cívica."" (SSS-EK/AR)",Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2885,2885,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:10
Danças Características Nacionais,"""Danças características nacionais de todos os tempos e de todas as classes. Executadas por profissionais escolhidos."" (AV/FF)",Antônio Leal,1909,,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3199,3199,,Cinemateca Brasileira (http://cinemateca.gov.br/); IMDb (http://www.imdb.com/),,29/08/2023 11:59:11
Desfilada do Regimento de Segurança Pela Rua XV de Novembro,"Desfile do Regimento de Segurança pela rua Quinze, Curitiba.",Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2884,2884,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:11
Desfile do Batalhão de Caçadores pela Rua XV de Novembro,"Desfile do Batalhão de Caçadores pela Rua XV de Novembro, Curitiba.",Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2883,2883,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:11
Exercícios do Batalhão Infantil do Colégio Paranaense,,Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2882,2882,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:12
Formatura do Regimento de Segurança,Formatura do Regimento de Segurança de Curitiba.,Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2881,2881,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:12
Formatura dos Alunos do Colégio Paranaense,,Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2880,2880,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:13
Jardim Botânico,Jardim Botânico de Curitiba.,Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2879,2879,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:13
Linha Férrea no Trecho da Serra do Mar,,Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2878,2878,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:13
Manobras do Regimento de Segurança,,Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2877,2877,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:13
Manobras Militares em Curitiba,,Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2876,2876,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:14
O Passeio Público,Passeio Público no Jardim Botânico de Curitiba - PR,Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2875,2875,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:14
Regimento de Segurança,"Regimento de Segurança, Curitiba.",Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2874,2874,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:14
Revista Militar do Campo da Mooca,"Saída das forças do quartel da Mooca; revista por S. Exa. o senhor Presidente do Estado, com seus secretários; evoluções e exercícios pela infantaria e cavalaria.",João Stamato,1909,24,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3866,3866,,Cinemateca Brasileira (http://cinemateca.gov.br); IMDb (http://www.imdb.com/),,29/08/2023 11:59:15
Romaria ao Túmulo do Dr. Vicente Machado,"Cemitério; Esoterismo; Machado, Vicente",Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2873,2873,,Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:15
Saída da Catedral,Saída da Catedral de Curitiba.,Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2872,2872,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:16
Viagem Presidencial do Dr. Afonso Pena ao Paraná,"Com este filme acontece um fato raro no caso das filmagens de Requião. Ele foi exibido em maio, quando a visita de Afonso Pena ao Paraná ocorreu em início de abril. Normalmente, os filmes de Requião eram exibidos logo após a sua feitura.",Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2871,2871,,Cinemateca Brasileira (http://www.cinemateca.gov.br/) e Dissertação “Cinema Paranaense 1900 – 1930” (Autora Solange Straube Stecz),,29/08/2023 11:59:16
Vista Panorâmica de Curitiba,Registro histórico sobre a Curitiba do início do século XX. Trata-se das imagens fílmicas mais antigas da cidade de Curitiba.,Annibal Requião,1909,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2870,2870,,História do Brasileiro (http://www.historiadocinemabrasileiro.com.br/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:16
Carnaval em Curitiba,"Ruas com movimento grande de pessoas. Homens, mulheres e crianças assistem à passagem de corso carnavalesco, automóveis e carros puxados por cavalos, alguns deles enfeitados com ramos, flores e bandeiras. Mascarados em carros ou na rua. Alguns dos passageiros dos carros jogam serpentinas no público. Sacada de prédios com pessoas. Um dos intertítulos identifica ""O Sr. Fido Fontana acompanhado do Sr. Idelfonso Serro Azul no seu luxuoso automóvel Benz 45 H.P.""",Annibal Requião,1910,10,Paraná,https://www.youtube.com/watch?v=CvlHzfLcrPU,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2898,2898,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:17
Cerimônias da Inauguração da Catedral em Santa Maria,"Cerimônias da inauguração da Catedral em Santa Maria, Rio Grande do Sul.",Eduardo Hirtz,1910,,Rio Grande do Sul,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2972,2972,,Cinemateca Brasileira (http://cinemateca.gov.br/); IMDb (http://www.imdb.com/),,29/08/2023 11:59:17
Combate Simulado do Tiro Brasileiro em Canoas,"Combate simulado do Tiro Brasileiro em Canoas, Rio Grande do Sul.",Eduardo Hirtz,1910,,Rio Grande do Sul,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2973,2973,,Cinemateca Brasileira (http://cinemateca.gov.br/); IMDb (http://www.imdb.com/),,29/08/2023 11:59:17
Da Serrinha aos Primeiros Saltos do Iguaçu,"Série de vistas do Paraná colhidas por Annibal Requião, ""que fez uma excursão ao interior a fim de cinematografar diversos trechos de nossas encantadoras belezas naturais. O salto do moinho, os vários rochedos, o efeito de luz ao crepúsculo (...)"".",Annibal Requião,1910,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2897,2897,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:18
Exposição Pecuária no Jockey Clube Paranaense,"""O subtitulo deste filme esclarece mais seu conteúdo - 'Reunião Turística e exposição pecuária no Jockey Clube Paranaense'.""",Annibal Requião,1910,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2896,2896,,"IMDb (http://www.imdb.com/), Cinemateca Brasileira (http://www.cinemateca.gov.br) e Dissertação “Cinema Paranaense 1900 – 1930” (Autora Solange Straube Stecz)",,29/08/2023 11:59:18
Fatos Históricos Do Tiro De Guerra 19 Rio Branco,"A chegada à Curitiba do Tiro de Guerra 19 Rio Branco, após ter conquistado no Rio de Janeiro a 7 de setembro de 1910, o primeiro lugar entre todos os Tiros do Brasil. O desfile de soldados, a revista da tropa e a apresentação das armas. O coronel João Gualberto Gomes de Sá Filho faz a entrega da Bandeira Nacional ao comandante do destróier Paraná, em solenidade na qual discursa. O destróier no cais de Paranaguá, detalhes do convés da embarcação. O funeral do coronel João Gualberto em 1912, com cortejo saindo do Tiro de Guerra, ladeado por multidão, e a salva de tiros na Praça Tiradentes",Annibal Requião,1910,9,Paraná,http://www.bcc.org.br/filme/detalhe/000897,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2895,2895,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:18
Instituto Agronômico e Campo de Experiências do Bacacheri,Instituto Agronômico e Campo de Experiências do Bacacheri no Paraná.,Annibal Requião,1910,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2894,2894,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:19
Joquei Clube Paranaense,,Annibal Requião,1910,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2893,2893,,IMDb (http://www.imdb.com/),,29/08/2023 11:59:19
O Chá da Bahia,,Diomedes Gramacho,1910,,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2917,2917,,lmografia Baiana (http://www.filmografiabaiana.com.br/) e Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 11:59:20
Panorama de Curityba,,Annibal Requião,1910,4,Paraná,https://www.youtube.com/watch?v=J7Bm03HYGtA&list=PLEB5E92FCC825C40B&index=14,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3021,3021,,Cine Academina (http://cineacademia.blogspot.com.br/),,29/08/2023 11:59:20
"Panoramas Campesinos, Cenas da Vida das Estâncias, Etc","O título PARANÁ - CENAS DO CAMPO foi exibido no Rio de Janeiro durante o ano, provavelmente no Odeon e no Pathé, segundo SSS-EK/AR.",Annibal Requião,1910,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2892,2892,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:20
Partida dos Caçadores do Tiro Rio Branco,"Filme rodado ""(...) na Estação de Ferro por ocasião da partida dos caçadores do Tiro Rio Branco e representando vários aspectos do bota-fora"". (A República)",Annibal Requião,1910,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2890,2890,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:21
Passagem dos Cavalheiros e Senhoritas que Compõem a Nossa Sociedade Chique pela Rua 15 de Novembro,Passagem de cavalheiros e senhoritas pela rua 15 de Novembro em Curitiba.,Annibal Requião,1910,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2891,2891,,IMDb (http://www.imdb.com/) e Cinemateca Brasileira (http://www.cinemateca.gov.br),,29/08/2023 11:59:21
Regatas na Bahia,,Diomedes Gramacho,1910,,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2914,2914,,Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 11:59:21
Segunda-Feira de Páscoa na Cantareira,"Segunda-feira de Páscoa na Cantareira, São Paulo.",João Stamato,1910,,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3867,3867,,Cinemateca Brasileira (http://cinemateca.gov.br); IMDb (http://www.imdb.com/),,29/08/2023 11:59:22
Terceiro Match de Futebol Coríntians e Brasileiros,"Jogo de futebol entre o Coríntians (time inglês) e o Atletic, no Velódromo Paulistano, tendo sido o resultado 8 a 2 para o Coríntians.",João Stamato,1910,,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3868,3868,,Cinemateca Brasileira (http://cinemateca.gov.br); IMDb (http://www.imdb.com/),,29/08/2023 11:59:22
A Honrosa Visita do Presidente da República ao Cinema Pathé,"Visita do Presidente Hermes da Fonseca ao Cinema Pathé, no Rio de Janeiro.",Júlio Ferrez,1911,,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3400,3400,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 11:59:22
A Segunda-Feira do Bonfim,"Segunda-feira do Bonfim, ""festa típica de Salvador (...) que funde sincreticamente, em cada mês de janeiro, o sagrado da devoção a Cristo Crucificado ao profano do carnaval""",Diomedes Gramacho,1911,,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2916,2916,,Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 11:59:23
As Obras do Porto da Bahia,"Obras do porto de Salvador, Bahia.",Diomedes Gramacho,1911,,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2922,2922,,lmografia Baiana (http://www.filmografiabaiana.com.br/) e Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 11:59:23
Águas Virtuosas de Lambari,"Estação de água em Lambari, Minas Gerais.",Júlio Ferrez,1911,,,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3397,3397,,IMDb (http://www.imdb.com/); Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 11:59:23
Cultura da Cana-de-Açúcar no Estado de São Paulo,,Júlio Ferrez,1911,,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3399,3399,,Cinemateca Brasileira (http://cinemateca.gov.br); Complete Index to World Film (http://www.citwf.com/),,29/08/2023 11:59:24
Destroyer Paraná,"Este filme, total ou parcialmente, foi incluído em <FATOS HISTÓRICOS DO TIRO DE GUERRA 19 RIO BRANCO>, de 1910-1912.",Annibal Requião,1911,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2899,2899,,Cinemateca Brasileira (http://www.cinemateca.gov.br) e Dissertação “Cinema Paranaense 1900 – 1930” (Autora Solange Straube Stecz),,29/08/2023 11:59:24
Dia de Finados em Santa Isabel,,Ramón de Baños,1911,,Pará,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3505,3505,,Cinemateca Brasileira (http://cinemateca.gov.br),,29/08/2023 11:59:24
Entrega dos Estudantes à Seção de Ginástica da Sociedade dos Operários Alemães,Entrega do estandarte à seção de ginástica da Sociedade dos Operários Alemães (Curitiba).,Annibal Requião,1911,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2900,2900,,Cinemateca Brasileira (http://www.cinemateca.gov.br) e Dissertação “Cinema Paranaense 1900 – 1930” (Autora Solange Straube Stecz),,29/08/2023 11:59:25
Festa da Bandeira,Festa da Bandeira (em Salvador).,Diomedes Gramacho,1911,,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2920,2920,,lmografia Baiana (http://www.filmografiabaiana.com.br/) e Cinemateca Brasileira (http://www.cinemateca.gov.br/),,29/08/2023 11:59:25
Grande Maratona de 20 Qquilômetros no Clube Espéria,,Annibal Requião,1911,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2901,2901,,Cinemateca Brasileira (http://www.cinemateca.gov.br) e Dissertação “Cinema Paranaense 1900 – 1930” (Autora Solange Straube Stecz),,29/08/2023 11:59:25
Inauguração da Herma de Correia de Almeida,"""(...) a inauguração da herma de bronze assinada por Charpentier, no Jardim Municipal, ocorrida entre festejos iniciados com alvorada pela Banda Correia de Almeida e em seguida a chegada do rápido trazendo Augusto de Lima, orador oficial. Na cerimônia, Bento Jr. e Soares Ferreira declamaram versos de sua lavra."" (ALSN/DFB-CMM)",Paulo Benedetti,1911,,Minas Gerai,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3463,3463,,Cinemateca Brasileira (http://cinemateca.gov.br),,29/08/2023 11:59:26
Inauguração dos Bondes a Pinhais,,Annibal Requião,1911,,Paraná,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2902,2902,,Cinemateca Brasileira (http://www.cinemateca.gov.br) e Dissertação “Cinema Paranaense 1900 – 1930” (Autora Solange Straube Stecz),,29/08/2023 11:59:26
